,vendor_id,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,Manhattan distance (miles),pickup_hour_min,pickup_hour,pickup_month,pickup_day,pickup_weekday,pickup_area_0,dropoff_area_0,pickup_area_1,dropoff_area_1,pickup_area_2,dropoff_area_2,pickup_area_3,dropoff_area_3,pickup_area_4,dropoff_area_4,pickup_area_5,dropoff_area_5,pickup_area_6,dropoff_area_6,pickup_area_7,dropoff_area_7,pickup_area_8,dropoff_area_8,pickup_area_9,dropoff_area_9,pickup_area_10,dropoff_area_10,pickup_area_11,dropoff_area_11,pickup_area_12,dropoff_area_12,pickup_area_13,dropoff_area_13,pickup_area_14,dropoff_area_14,trip_duration
9201,1,1,-73.97879791259766,40.75324630737305,-73.95332336425781,40.76652908325195,0,2.2532918453216553,201,7,4,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,859
844198,2,1,-73.97114562988281,40.795711517333984,-73.98040008544922,40.789100646972656,0,0.941477358341217,318,11,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299
388856,1,1,-73.99140167236328,40.77045822143555,-73.98722839355469,40.764461517333984,0,0.6327207684516907,231,9,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,830
98502,2,4,-73.96273803710938,40.71635055541992,-73.95128631591797,40.71175003051758,0,0.9186924695968628,524,21,3,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,239
1061196,1,1,-73.98589324951172,40.72695541381836,-73.99930572509766,40.744300842285156,0,1.9009572267532349,281,10,6,26,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
331656,1,1,-73.98624420166016,40.72627258300781,-73.77656555175781,40.64495849609375,0,16.617877960205078,224,7,1,15,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382
785086,2,1,-73.94923400878906,40.78187561035156,-73.96086883544922,40.7808723449707,0,0.6794884204864502,421,17,3,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,359
41851,2,1,-73.94747924804688,40.77967834472656,-73.95535278320312,40.779388427734375,0,0.4329947233200073,507,19,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,202
78928,1,1,-73.95417022705078,40.770408630371094,-73.8736801147461,40.82518768310547,0,8.002458572387695,174,7,5,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2059
287890,1,1,-73.99219512939453,40.725196838378906,-73.9742202758789,40.75143814086914,0,2.754319667816162,571,23,2,18,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641
715352,1,1,-73.97549438476562,40.760616302490234,-74.00909423828125,40.721622467041016,0,4.453588485717773,368,13,2,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1409
729950,1,1,-73.99359130859375,40.74321746826172,-73.99190521240234,40.75422668457031,0,0.8481544256210327,216,8,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,284
153716,2,1,-73.97846221923828,40.77267837524414,-73.97151184082031,40.7871208190918,0,1.3611783981323242,460,18,4,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,317
772991,2,1,-73.95931243896484,40.77751159667969,-73.96611022949219,40.76203918457031,0,1.4242171049118042,170,6,4,22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,475
899915,2,4,-73.94378662109375,40.776268005371094,-73.9731216430664,40.748558044433594,0,3.4508512020111084,499,20,3,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,618
234093,1,2,-73.99003601074219,40.76070022583008,-73.97406768798828,40.750579833984375,0,1.5361578464508057,550,21,1,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1200
353701,1,1,-73.97860717773438,40.71969985961914,-74.01223754882812,40.70158767700195,0,3.015376329421997,462,18,5,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,666
630512,1,1,-73.98224639892578,40.777557373046875,-73.98221588134766,40.777565002441406,0,0.0021272310987114906,186,6,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
685271,2,1,-73.91655731201172,40.74311828613281,-73.92967224121094,40.74467849731445,0,0.7959514260292053,491,19,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,162
698077,1,1,-73.96170043945312,40.768226623535156,-73.954833984375,40.78338623046875,0,1.4062856435775757,418,16,3,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,319
320779,1,1,-73.78227233886719,40.64454650878906,-74.00211334228516,40.70902633666992,0,16.00385093688965,395,14,6,19,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3947
755178,1,1,-73.98603820800781,40.77695846557617,-73.97984313964844,40.78615188598633,0,0.9593366980552673,421,17,4,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368
500740,2,1,-73.9884262084961,40.72332000732422,-73.98189544677734,40.74927520751953,0,2.1338212490081787,222,9,4,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1527
78804,2,5,-73.95862579345703,40.77253723144531,-73.96697235107422,40.77254104614258,0,0.4381110668182373,297,11,2,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,478
1033525,1,1,-73.96810150146484,40.755332946777344,-73.95578002929688,40.768123626708984,0,1.5291258096694946,513,19,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,375
631312,2,1,-73.99269104003906,40.72365188598633,-73.9916000366211,40.72985076904297,0,0.4850122630596161,279,11,1,17,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
820918,1,1,-73.9824447631836,40.75174331665039,-74.00248718261719,40.7607307434082,0,1.6718802452087402,476,19,6,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,675
710499,1,1,-73.98477172851562,40.745262145996094,-73.97393798828125,40.7605094909668,0,1.6206624507904053,343,14,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,619
268788,2,6,-73.7811508178711,40.644981384277344,-73.97950744628906,40.760658264160156,0,18.407312393188477,255,10,2,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2191
770214,2,1,-73.9646987915039,40.77267837524414,-73.96391296386719,40.768070220947266,0,0.3591994643211365,394,14,2,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,297
776289,2,5,-74.00243377685547,40.7499885559082,-73.99192810058594,40.769500732421875,0,1.8976932764053345,355,14,2,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,648
547441,2,1,-73.95259094238281,40.77833938598633,-73.97004699707031,40.78565979003906,0,1.4207690954208374,380,15,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,492
626190,1,1,-73.8041000366211,40.68083953857422,-73.97935485839844,40.763755798339844,0,14.927648544311523,447,18,4,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2674
815841,2,3,-73.9861068725586,40.750648498535156,-73.96627807617188,40.76628112792969,0,2.119225263595581,250,9,2,25,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,669
348680,2,1,-74.00257110595703,40.73957824707031,-73.98043060302734,40.745140075683594,0,1.5458118915557861,223,9,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,940
404103,1,2,-74.00645446777344,40.72349166870117,-74.00645446777344,40.72349166870117,0,0.0,257,9,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,276
805478,2,1,-73.97850799560547,40.75071334838867,-73.96651458740234,40.75486755371094,0,0.9160134792327881,408,16,3,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,503
293717,1,1,-74.0063247680664,40.705989837646484,-73.99053955078125,40.73078155517578,0,2.5395803451538086,457,19,2,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,799
762408,2,1,-73.97129821777344,40.7469482421875,-73.96981048583984,40.75252151489258,0,0.46264493465423584,271,9,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
368723,1,1,-73.97271728515625,40.747562408447266,-73.99127197265625,40.74561309814453,0,1.1082229614257812,277,10,5,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,766
520752,2,1,-73.98382568359375,40.76207733154297,-74.00911712646484,40.73024368286133,0,3.5235652923583984,418,16,4,22,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1398
1134355,1,2,-73.97306823730469,40.75514602661133,-73.86178588867188,40.76844787597656,0,6.757091045379639,317,13,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117
1004556,1,1,-73.9599380493164,40.773738861083984,-73.97671508789062,40.79092788696289,0,2.0661780834198,585,23,2,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,555
213967,2,3,-74.00788879394531,40.738739013671875,-73.99178314208984,40.730316162109375,0,1.426504135131836,384,15,5,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
127778,1,1,-73.98873138427734,40.734031677246094,-73.91634368896484,40.777366638183594,0,6.789772987365723,563,23,3,17,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2689
822252,1,1,-73.98750305175781,40.72000503540039,-74.0003662109375,40.64788055419922,0,5.652040004730225,551,21,3,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1172
1022968,2,4,-73.79931640625,40.64540100097656,-73.98313903808594,40.757015228271484,0,17.3630313873291,251,8,2,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4047
542779,2,2,-73.9810562133789,40.76449966430664,-74.00379943847656,40.74822998046875,0,2.3158724308013916,306,11,3,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,672
1098099,1,2,-74.00994873046875,40.72096252441406,-74.00780487060547,40.74260711669922,0,1.6060811281204224,502,20,5,19,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,443
770069,1,2,-73.99097442626953,40.75608444213867,-73.9789047241211,40.78733825683594,0,2.7899203300476074,375,15,3,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,664
219460,1,2,-74.00411224365234,40.742042541503906,-74.00711059570312,40.72666549682617,0,1.21841561794281,225,7,5,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,485
643792,1,1,-73.98262786865234,40.76301956176758,-73.96569061279297,40.76295852661133,0,0.8928412795066833,456,18,6,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,488
676928,2,5,-73.98860168457031,40.75883483886719,-73.97772216796875,40.74935531616211,0,1.2249534130096436,563,21,2,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,275
1123206,2,5,-73.95294189453125,40.77629852294922,-73.99476623535156,40.7302360534668,0,5.372354507446289,55,1,1,31,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,959
387364,1,1,-73.94754028320312,40.78337478637695,-73.95467376708984,40.78391647338867,0,0.4115290939807892,288,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,199
207888,2,1,-73.97122955322266,40.795658111572266,-73.99100494384766,40.750579833984375,0,4.1475629806518555,148,5,5,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,731
841289,2,1,-73.99015045166016,40.746482849121094,-73.97301483154297,40.751380920410156,0,1.237239956855774,348,14,3,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1133
686420,2,1,-73.99492645263672,40.74497985839844,-73.9761962890625,40.75679016113281,0,1.7979048490524292,171,7,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412
657678,2,1,-73.98688507080078,40.75837326049805,-74.00276184082031,40.747947692871094,0,1.5524410009384155,224,9,3,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,919
154263,2,3,-74.0000228881836,40.72185134887695,-74.00228881835938,40.74216079711914,0,1.5203598737716675,48,0,6,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,433
777460,2,1,-73.9782943725586,40.78487777709961,-73.9912338256836,40.77089309692383,0,1.6436439752578735,231,8,2,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,914
42252,1,1,-73.98583221435547,40.72684860229492,-73.98163604736328,40.74321365356445,1,1.349505066871643,453,18,4,28,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,587
585896,2,5,-73.99260711669922,40.743160247802734,-73.97782897949219,40.74898910522461,0,1.1777868270874023,512,19,4,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,390
1103653,1,2,-73.9704360961914,40.76751708984375,-73.95866394042969,40.78099822998047,0,1.5478349924087524,418,16,1,31,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,236
403380,2,1,-74.0013198852539,40.731361389160156,-73.9996109008789,40.711917877197266,0,1.431354284286499,542,21,4,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,694
84664,2,1,-73.98137664794922,40.73249816894531,-74.00292205810547,40.75532913208008,0,2.7063143253326416,255,9,1,16,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874
129493,2,5,-73.97614288330078,40.74454879760742,-73.9847412109375,40.72898864746094,0,1.5249344110488892,409,16,5,25,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,251
87023,2,1,-73.99099731445312,40.770999908447266,-73.96896362304688,40.80060958862305,0,3.1990413665771484,523,21,6,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,384
383394,1,1,-74.00289916992188,40.760494232177734,-73.9920654296875,40.74943542480469,0,1.331512451171875,250,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1213
954691,2,1,-73.96192932128906,40.759281158447266,-73.8728256225586,40.774314880371094,0,5.712544918060303,368,13,4,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211
805204,1,1,-73.97698974609375,40.790000915527344,-73.9605484008789,40.774559020996094,0,1.9278006553649902,275,9,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,654
1002758,1,2,-74.0090103149414,40.71759033203125,-74.00616455078125,40.74041748046875,0,1.7245365381240845,383,14,2,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,489
1084146,2,1,-73.87281799316406,40.77422332763672,-73.9759521484375,40.75749588012695,0,6.564367771148682,509,19,1,20,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294
683177,2,2,-73.9751968383789,40.756473541259766,-73.99129486083984,40.750301361083984,0,1.2705787420272827,500,19,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,712
961716,1,1,-73.97705078125,40.75912094116211,-73.99087524414062,40.75602340698242,0,0.9390948414802551,454,17,6,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,931
1111769,1,1,-73.98027038574219,40.76158905029297,-73.99034118652344,40.73694610595703,0,2.2288150787353516,425,16,3,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1109
673970,1,4,-73.97881317138672,40.72416687011719,-73.93919372558594,40.79913330078125,0,7.252779483795166,534,21,4,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143
56220,2,1,-73.89395141601562,40.7685432434082,-73.91255950927734,40.774776458740234,0,1.4063212871551514,299,10,3,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,498
977150,1,2,-73.9772720336914,40.74701690673828,-73.97334289550781,40.763763427734375,0,1.361751675605774,55,0,2,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,524
477287,2,1,-73.95822143554688,40.76473617553711,-73.95390319824219,40.770713806152344,0,0.6390286087989807,468,19,3,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,105
1084432,2,2,-73.9760513305664,40.75918960571289,-73.97268676757812,40.759090423583984,0,0.18337906897068024,484,20,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
399336,2,2,-73.97683715820312,40.78511047363281,-73.94194030761719,40.79513931274414,0,2.522312879562378,132,4,3,26,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
1092313,1,1,-73.98633575439453,40.73297882080078,-74.00800323486328,40.74022674560547,0,1.6374424695968628,255,10,6,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808
811587,2,2,-73.98409271240234,40.758155822753906,-73.97014617919922,40.79666519165039,0,3.3890349864959717,516,21,5,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1078
139676,2,1,-73.99401092529297,40.751319885253906,-74.00159454345703,40.73488998413086,0,1.5316578149795532,458,18,3,12,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,987
592891,2,1,-73.98139190673828,40.77898025512695,-73.97148895263672,40.78950881958008,0,1.2459475994110107,419,15,5,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
838497,2,1,-73.99504089355469,40.76013946533203,-73.98641204833984,40.76736068725586,0,0.9510253071784973,445,17,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,144
333506,2,1,-73.97525024414062,40.76197052001953,-73.98278045654297,40.75959014892578,0,0.5593385100364685,293,10,4,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,445
266869,2,1,-73.9906005859375,40.75629425048828,-73.97834014892578,40.75431823730469,0,0.7796710133552551,268,9,5,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,631
212954,1,1,-73.9600601196289,40.762474060058594,-73.91905975341797,40.73931121826172,0,3.7494406700134277,196,7,6,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,939
409748,2,2,-74.00521850585938,40.718929290771484,-74.0179214477539,40.70956802368164,0,1.3128612041473389,24,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,572
129735,1,1,-74.00530242919922,40.73964309692383,-73.97286224365234,40.76443099975586,0,3.4130349159240723,114,3,3,23,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914
423138,2,1,-73.95919799804688,40.78327178955078,-73.97099304199219,40.79330062866211,0,1.3106721639633179,366,14,5,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,526
44554,1,1,-73.97833251953125,40.72956466674805,-73.99041748046875,40.75593948364258,0,2.454298257827759,540,21,4,30,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1207
752431,1,1,-73.97591400146484,40.75199508666992,-73.97591400146484,40.75199508666992,0,0.0,275,9,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
823831,2,1,-74.01631927490234,40.71498107910156,-74.00997161865234,40.70478057861328,0,1.0371328592300415,384,16,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,540
1107078,2,3,-73.9892578125,40.71826934814453,-73.96376037597656,40.653079986572266,0,5.836836338043213,131,3,6,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1279
455893,2,1,-73.96737670898438,40.78799057006836,-73.9797592163086,40.765480041503906,0,2.202711582183838,426,17,3,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,596
36893,2,5,-74.00186157226562,40.730411529541016,-73.98629760742188,40.74457550048828,0,1.7943276166915894,380,14,1,30,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,557
938719,2,2,-73.9762954711914,40.763675689697266,-73.98884582519531,40.748878479003906,0,1.6795086860656738,533,21,4,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,660
380955,2,1,-74.0086898803711,40.71337890625,-73.9991455078125,40.71363067626953,0,0.5184999108314514,453,17,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,316
1106452,2,1,-73.98432159423828,40.766876220703125,-74.00605773925781,40.74770736694336,0,2.4630465507507324,307,12,2,20,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,558
1070565,2,1,-73.98800659179688,40.718650817871094,-73.99337768554688,40.687782287597656,0,2.4119815826416016,52,2,2,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1122
3393,1,1,-74.00996398925781,40.720062255859375,-73.97561645507812,40.74954605102539,0,3.8376927375793457,255,10,4,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1457
650774,2,1,-73.97834777832031,40.782989501953125,-73.97625732421875,40.77608871459961,0,0.5858202576637268,432,16,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
317379,1,1,-73.9852523803711,40.747825622558594,-73.9750747680664,40.75558853149414,0,1.0697617530822754,404,16,1,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,509
83614,1,1,-73.98892974853516,40.756263732910156,-73.98967742919922,40.73917007446289,0,1.2187398672103882,454,18,2,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1092
372910,1,1,-74.00607299804688,40.73383331298828,-73.95775604248047,40.71704864501953,0,3.6942873001098633,4,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,940
4502,2,1,-73.87448120117188,40.774051666259766,-73.96591186523438,40.71276092529297,0,9.02542781829834,490,20,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,940
